datetime;ask;bid;spread
2023-06-28 08:14:33.520;33937.5;33936.5;1.0
2023-06-28 08:14:42.916;33938.5;33937.5;1.0
2023-06-28 08:14:44.919;33938.0;33937.0;1.0
2023-06-28 08:14:45.516;33937.5;33936.5;1.0
2023-06-28 08:14:53.207;33938.0;33937.0;1.0
2023-06-28 08:14:54.119;33938.5;33937.5;1.0
2023-06-28 08:14:56.116;33939.0;33938.0;1.0
2023-06-28 08:14:59.618;33939.5;33938.5;1.0
2023-06-28 08:15:01.516;33940.0;33939.0;1.0
2023-06-28 08:15:02.217;33940.5;33939.5;1.0
2023-06-28 08:15:04.017;33940.0;33939.0;1.0
2023-06-28 08:15:06.429;33940.5;33939.5;1.0
2023-06-28 08:15:06.816;33938.5;33937.5;1.0
2023-06-28 08:15:09.917;33939.5;33938.5;1.0
2023-06-28 08:15:12.115;33940.0;33939.0;1.0
2023-06-28 08:15:13.416;33939.5;33938.5;1.0
2023-06-28 08:15:17.017;33939.0;33938.0;1.0
2023-06-28 08:15:22.816;33939.5;33938.5;1.0
2023-06-28 08:15:23.216;33939.0;33938.0;1.0
2023-06-28 08:15:24.516;33938.5;33937.5;1.0
2023-06-28 08:15:25.516;33938.0;33937.0;1.0
2023-06-28 08:15:32.425;33938.5;33937.5;1.0
2023-06-28 08:15:34.519;33938.0;33937.0;1.0
2023-06-28 08:15:35.117;33938.5;33937.5;1.0
2023-06-28 08:15:35.418;33939.0;33938.0;1.0
2023-06-28 08:15:37.117;33938.0;33937.0;1.0
2023-06-28 08:15:41.213;33937.5;33936.5;1.0
2023-06-28 08:15:44.421;33937.0;33936.0;1.0
2023-06-28 08:15:45.723;33937.5;33936.5;1.0
2023-06-28 08:15:46.120;33938.0;33937.0;1.0
2023-06-28 08:15:50.816;33938.5;33937.5;1.0
2023-06-28 08:15:55.641;33938.0;33937.0;1.0
2023-06-28 08:15:56.217;33938.5;33937.5;1.0
2023-06-28 08:16:00.416;33939.0;33938.0;1.0
2023-06-28 08:16:00.619;33938.5;33937.5;1.0
